,GenBank ID,Accession,Description,Collection Date,Geographic Location,Sequence Length,Host,Intervals Total Length,Intervals Mean Length
131,MN481979.1,MN481979.1,"Middle East respiratory syndrome-related coronavirus isolate Riyadh_1734_2015, partial genome",Sep-2015,['Saudi Arabia'],29918,Homo sapiens,324.0,9.818181818181818
132,MN481978.1,MN481978.1,"Middle East respiratory syndrome-related coronavirus isolate Jeddah_10306_2014, partial genome",Apr-2014,['Saudi Arabia'],29918,Homo sapiens,324.0,9.818181818181818
133,MN481977.1,MN481977.1,"Middle East respiratory syndrome-related coronavirus isolate Jeddah_9355_2014, partial genome",Apr-2014,['Saudi Arabia'],29918,Homo sapiens,324.0,9.818181818181818
134,MN481976.1,MN481976.1,"Middle East respiratory syndrome-related coronavirus isolate Riyadh_167_2014, partial genome",Apr-2014,['Saudi Arabia'],29918,Homo sapiens,324.0,9.818181818181818
135,MN481975.1,MN481975.1,"Middle East respiratory syndrome-related coronavirus isolate Jeddah_9289_2014, partial genome",Apr-2014,['Saudi Arabia'],29918,Homo sapiens,324.0,9.818181818181818
136,MN481974.1,MN481974.1,"Middle East respiratory syndrome-related coronavirus isolate Jeddah_9313_2014, partial genome",Apr-2014,['Saudi Arabia'],29918,Homo sapiens,324.0,9.818181818181818
137,MN481973.1,MN481973.1,"Middle East respiratory syndrome-related coronavirus isolate Jeddah_8965_2014, partial genome",Apr-2014,['Saudi Arabia'],29918,Homo sapiens,324.0,9.818181818181818
138,MN481972.1,MN481972.1,"Middle East respiratory syndrome-related coronavirus isolate Jeddah_9278_2014, partial genome",Apr-2014,['Saudi Arabia'],29918,Homo sapiens,324.0,9.818181818181818
139,MN481971.1,MN481971.1,"Middle East respiratory syndrome-related coronavirus isolate Jeddah_9055_2014, partial genome",Apr-2014,['Saudi Arabia'],29918,Homo sapiens,312.0,9.75
140,MN481970.1,MN481970.1,"Middle East respiratory syndrome-related coronavirus isolate Jeddah_9042_2014, partial genome",Apr-2014,['Saudi Arabia'],29918,Homo sapiens,324.0,9.818181818181818
141,MN481969.1,MN481969.1,"Middle East respiratory syndrome-related coronavirus isolate Riyadh_1340_2014, partial genome",Jun-2014,['Saudi Arabia'],29918,Homo sapiens,312.0,9.75
142,MN481968.1,MN481968.1,"Middle East respiratory syndrome-related coronavirus isolate Riyadh_586_2014, partial genome",May-2014,['Saudi Arabia'],29918,Homo sapiens,312.0,9.75
143,MN481967.1,MN481967.1,"Middle East respiratory syndrome-related coronavirus isolate Riyadh_1147_2014, partial genome",May-2014,['Saudi Arabia'],29918,Homo sapiens,312.0,9.75
144,MN481966.1,MN481966.1,"Middle East respiratory syndrome-related coronavirus isolate Riyadh_146_2014, partial genome",Apr-2014,['Saudi Arabia'],29918,Homo sapiens,324.0,9.818181818181818
145,MN481965.1,MN481965.1,"Middle East respiratory syndrome-related coronavirus isolate Riyadh_150_2014, partial genome",Apr-2014,['Saudi Arabia'],29918,Homo sapiens,324.0,9.818181818181818
146,MN481964.1,MN481964.1,"Middle East respiratory syndrome-related coronavirus isolate Riyadh_58_2014, partial genome",Apr-2014,['Saudi Arabia'],29918,Homo sapiens,324.0,9.818181818181818
147,MG987421.1,MG987421.1,"Middle East respiratory syndrome-related coronavirus isolate NL140455, complete genome",08-May-2014,['China'],30483,,464.0,9.872340425531915
148,MG987420.1,MG987420.1,"Middle East respiratory syndrome-related coronavirus isolate NL13892, complete genome",20-Jul-2013,['China'],30484,,386.0,9.897435897435898
149,MN723544.1,MN723544.1,"Middle East respiratory syndrome-related coronavirus isolate Hu/Riyadh-KSA-18013832/2018, complete genome",30-Aug-2018,['Saudi Arabia'],30123,Homo sapiens,302.0,9.741935483870968
150,MN723543.1,MN723543.1,"Middle East respiratory syndrome-related coronavirus isolate Hu/Jeddah-KSA-173RS1570/2017, complete genome",17-Aug-2017,['Saudi Arabia'],30120,Homo sapiens,302.0,9.741935483870968
151,MN723542.1,MN723542.1,"Middle East respiratory syndrome-related coronavirus isolate Hu/Jeddah-KSA-173RS1101/2017, complete genome",01-Aug-2017,['Saudi Arabia'],30120,Homo sapiens,302.0,9.741935483870968
152,MN507638.1,MN507638.1,"Middle East respiratory syndrome-related coronavirus isolate llama-passaged-Qatar15, complete genome",23-OCT-2019,['Qatar'],30033,Lama glama,324.0,9.818181818181818
153,MK280984.2,MK280984.2,"Middle East respiratory syndrome-related coronavirus isolate Qatar15, complete genome",21-May-2015,['Qatar'],30033,Homo sapiens,324.0,9.818181818181818
154,MN365233.1,MN365233.1,"Middle East respiratory syndrome-related coronavirus strain Hu/Riyadh-KSA-19003852/2019, complete genome",15-Feb-2019,['Saudi Arabia'],30118,Homo sapiens,312.0,9.75
155,MN365232.1,MN365232.1,"Middle East respiratory syndrome-related coronavirus strain Hu/Riyadh-KSA-19001796/2019, complete genome",28-Jan-2019,['Saudi Arabia'],30118,Homo sapiens,312.0,9.75
156,MN120513.1,MN120513.1,"Middle East respiratory syndrome-related coronavirus isolate 016, complete genome",27-Mar-2019,['Saudi Arabia'],30118,Homo sapiens,340.0,9.714285714285714
157,KJ477103.2,KJ477103.2,"Middle East respiratory syndrome-related coronavirus isolate NRCE-HKU270, complete genome",2013,['Egypt'],30101,Camelus dromedarius,306.0,9.870967741935484
158,MK564475.1,MK564475.1,"Middle East respiratory syndrome-related coronavirus isolate camel/MERS/Amibara/126/2017, complete genome",24-Aug-2017,['Ethiopia'],30085,dromedary,324.0,9.818181818181818
159,MK564474.1,MK564474.1,"Middle East respiratory syndrome-related coronavirus isolate camel/MERS/Amibara/118/2017, complete genome",24-Aug-2017,['Ethiopia'],30085,dromedary,324.0,9.818181818181818
160,MK796425.1,MK796425.1,"Middle East respiratory syndrome-related coronavirus isolate KNIH/002_05_2015, complete genome",20-May-2015,['South Korea'],30108,Homo sapiens,324.0,9.818181818181818
161,MH259486.1,MH259486.1,"Middle East respiratory syndrome-related coronavirus isolate KSA_1723, complete genome",15-Jul-2014,['Saudi Arabia'],30111,Camelus dromedarius,324.0,9.818181818181818
162,MH259485.1,MH259485.1,"Middle East respiratory syndrome-related coronavirus isolate KSA_1722, complete genome",15-Jul-2014,['Saudi Arabia'],30079,Camelus dromedarius,324.0,9.818181818181818
163,MH029552.1,MH029552.1,"Middle East respiratory syndrome-related coronavirus isolate Hu/Riyadh-KSA-008D3N/2015, complete genome",26-Aug-2015,['Saudi Arabia'],30123,Homo sapiens,324.0,9.818181818181818
164,MK483839.1,MK483839.1,"Middle East respiratory syndrome-related coronavirus strain Hu/Albaha-KSA-0800H/2018, complete genome",16-Aug-2018,['Saudi Arabia'],30118,Homo sapiens,312.0,9.75
165,MK462256.1,MK462256.1,"Middle East respiratory syndrome-related coronavirus strain Hu/Riyadh-KSA-18014506/2018, complete genome",15-Sep-2018,['Saudi Arabia'],30118,Homo sapiens,266.0,9.5
166,MK462255.1,MK462255.1,"Middle East respiratory syndrome-related coronavirus strain Hu/Riyadh-KSA-18014504/2018, complete genome",15-Sep-2018,['Saudi Arabia'],30052,Homo sapiens,312.0,9.75
167,MK462254.1,MK462254.1,"Middle East respiratory syndrome-related coronavirus strain Hu/Qaseem-KSA-18013897/2018, complete genome",31-Aug-2018,['Saudi Arabia'],30118,Homo sapiens,312.0,9.75
168,MK462253.1,MK462253.1,"Middle East respiratory syndrome-related coronavirus strain Hu/Riyadh-KSA-18013832/2018, complete genome",30-Aug-2018,['Saudi Arabia'],30118,Homo sapiens,302.0,9.741935483870968
169,MK462252.1,MK462252.1,"Middle East respiratory syndrome-related coronavirus strain Hu/Tabuk-KSA-153/2018, complete genome",03-Aug-2018,['Saudi Arabia'],30118,Homo sapiens,302.0,9.741935483870968
170,MK462251.1,MK462251.1,"Middle East respiratory syndrome-related coronavirus strain Hu/Northern-KSA-1847784/2018, complete genome",18-Jul-2018,['Saudi Arabia'],30118,Homo sapiens,266.0,9.5
171,MK462250.1,MK462250.1,"Middle East respiratory syndrome-related coronavirus strain Hu/Najran-KSA-183RS279/2018, complete genome",12-Jul-2018,['Saudi Arabia'],30118,Homo sapiens,266.0,9.5
172,MK462249.1,MK462249.1,"Middle East respiratory syndrome-related coronavirus strain Hu/Riyadh-KSA-18012493/2018, complete genome",09-Jul-2018,['Saudi Arabia'],30118,Homo sapiens,266.0,9.5
173,MK462248.1,MK462248.1,"Middle East respiratory syndrome-related coronavirus strain Hu/Najran-KSA-182RS2567/2018, complete genome",13-Jun-2018,['Saudi Arabia'],30118,Homo sapiens,312.0,9.75
174,MK462247.1,MK462247.1,"Middle East respiratory syndrome-related coronavirus strain Hu/Jeddah-KSA-182RS2449/2018, complete genome",08-Jun-2018,['Saudi Arabia'],30118,Homo sapiens,266.0,9.5
175,MK462246.1,MK462246.1,"Middle East respiratory syndrome-related coronavirus strain Hu/Jeddah-KSA-173RS1570/2017, complete genome",17-Aug-2017,['Saudi Arabia'],30115,Homo sapiens,302.0,9.741935483870968
176,MK462245.1,MK462245.1,"Middle East respiratory syndrome-related coronavirus strain Hu/Jeddah-KSA-173RS1512/2017, complete genome",15-Aug-2017,['Saudi Arabia'],30115,Homo sapiens,302.0,9.741935483870968
177,MK462244.1,MK462244.1,"Middle East respiratory syndrome-related coronavirus strain Hu/Aseer-KSA-173RS1288/2017, complete genome",07-Aug-2017,['Saudi Arabia'],30118,Homo sapiens,302.0,9.741935483870968
178,MK462243.1,MK462243.1,"Middle East respiratory syndrome-related coronavirus strain Hu/Jeddah-KSA-173RS1101/2017, complete genome",01-Aug-2017,['Saudi Arabia'],30115,Homo sapiens,302.0,9.741935483870968
179,MK129253.1,MK129253.1,"Middle East respiratory syndrome-related coronavirus isolate MERS-CoV/KOR/KCDC/001_2018-TSVi, complete genome",20-Oct-2018,['South Korea'],30150,Homo sapiens,278.0,9.586206896551724
180,MG757605.1,MG757605.1,"Middle East respiratory syndrome-related coronavirus isolate Hu/Riyadh-KSA-036D1N/2016, complete genome",14-Apr-2016,['Saudi Arabia'],30096,Homo sapiens,324.0,9.818181818181818
181,MG757604.1,MG757604.1,"Middle East respiratory syndrome-related coronavirus isolate Hu/Riyadh-KSA-039D3T/2016, complete genome",31-Jan-2016,['Saudi Arabia'],30096,Homo sapiens,324.0,9.818181818181818
182,MG757603.1,MG757603.1,"Middle East respiratory syndrome-related coronavirus isolate Hu/Riyadh-KSA-031D1N/2015, complete genome",18-Sep-2015,['Saudi Arabia'],30096,Homo sapiens,324.0,9.818181818181818
183,MG757602.1,MG757602.1,"Middle East respiratory syndrome-related coronavirus isolate Hu/Riyadh-KSA-015D1P/2015, complete genome",01-Sep-2015,['Saudi Arabia'],30096,Homo sapiens,324.0,9.818181818181818
184,MG757601.1,MG757601.1,"Middle East respiratory syndrome-related coronavirus isolate Hu/Riyadh-KSA-014D1N/2015, complete genome",01-Sep-2015,['Saudi Arabia'],30096,Homo sapiens,324.0,9.818181818181818
185,MG757600.1,MG757600.1,"Middle East respiratory syndrome-related coronavirus isolate Hu/Riyadh-KSA-012D1S/2015, complete genome",01-Sep-2015,['Saudi Arabia'],30096,Homo sapiens,324.0,9.818181818181818
186,MG757599.1,MG757599.1,"Middle East respiratory syndrome-related coronavirus isolate Hu/Riyadh-KSA-009D1N/2015, complete genome",26-Aug-2015,['Saudi Arabia'],30096,Homo sapiens,324.0,9.818181818181818
187,MG757598.1,MG757598.1,"Middle East respiratory syndrome-related coronavirus isolate Hu/Riyadh-KSA-008D3N/2015, complete genome",26-Aug-2015,['Saudi Arabia'],30096,Homo sapiens,332.0,9.764705882352942
188,MG757597.1,MG757597.1,"Middle East respiratory syndrome-related coronavirus isolate Hu/Riyadh-KSA-007D1N/2015, complete genome",24-Aug-2015,['Saudi Arabia'],30096,Homo sapiens,312.0,9.75
189,MG757596.1,MG757596.1,"Middle East respiratory syndrome-related coronavirus isolate Hu/Riyadh-KSA-006D1S/2015, complete genome",24-Aug-2015,['Saudi Arabia'],30096,Homo sapiens,324.0,9.818181818181818
190,MG757595.1,MG757595.1,"Middle East respiratory syndrome-related coronavirus isolate Hu/Riyadh-KSA-005D1S/2015, complete genome",24-Aug-2015,['Saudi Arabia'],30096,Homo sapiens,324.0,9.818181818181818
191,MG757594.1,MG757594.1,"Middle East respiratory syndrome-related coronavirus isolate Hu/Riyadh-KSA-004D1S/2015, complete genome",24-Aug-2015,['Saudi Arabia'],30096,Homo sapiens,324.0,9.818181818181818
192,MG757593.1,MG757593.1,"Middle East respiratory syndrome-related coronavirus isolate Hu/Riyadh-KSA-002D1N/2015, complete genome",22-Aug-2015,['Saudi Arabia'],30096,Homo sapiens,324.0,9.818181818181818
193,MK357909.1,MK357909.1,"Middle East respiratory syndrome-related coronavirus isolate 011/LOM/C20/F<1, complete genome",21-Apr-2017,['Kenya'],29797,Camelus dromedarius,324.0,9.818181818181818
194,MK357908.1,MK357908.1,"Middle East respiratory syndrome-related coronavirus isolate 011/DAB/C8/F<1, complete genome",21-Apr-2017,['Kenya'],29797,Camelus dromedarius,324.0,9.818181818181818
195,MH734115.1,MH734115.1,"Middle East respiratory syndrome-related coronavirus isolate MERS-CoV camel/Kenya/C1272/2018, complete genome",13-Mar-2018,['Kenya'],30033,Camelus dromedarius,324.0,9.818181818181818
196,MH734114.1,MH734114.1,"Middle East respiratory syndrome-related coronavirus isolate MERS-CoV camel/Kenya/C1215/2018, complete genome",13-Mar-2018,['Kenya'],30033,Camelus dromedarius,324.0,9.818181818181818
197,MK039553.1,MK039553.1,"Middle East respiratory syndrome-related coronavirus isolate Hu/Jordan-201440011858/2014, complete genome",23-May-2014,['Jordan'],30123,Homo sapiens,324.0,9.818181818181818
198,MK039552.1,MK039552.1,"Middle East respiratory syndrome-related coronavirus isolate Hu/Jordan-201440011123/2014, complete genome",21-Apr-2014,['Jordan'],30123,Homo sapiens,324.0,9.818181818181818
199,MK052676.1,MK052676.1,"Middle East respiratory syndrome-related coronavirus isolate Hu/Jordan-201440011858/2014, complete genome",23-May-2014,['Jordan'],30123,Homo sapiens,324.0,9.818181818181818
200,MG520076.1,MG520076.1,"Middle East respiratory syndrome-related coronavirus isolate Hu/Riyadh-KSA-023D3N/2015, complete genome",15-Oct-2015,['Saudi Arabia'],30096,Homo sapiens,324.0,9.818181818181818
201,MG520075.1,MG520075.1,"Middle East respiratory syndrome-related coronavirus isolate Hu/Riyadh-KSA-023D1N/2015, complete genome",13-Oct-2015,['Saudi Arabia'],30096,Homo sapiens,324.0,9.818181818181818
202,MG546331.1,MG546331.1,"Middle East respiratory syndrome-related coronavirus strain Hu/Riyadh-KSA-023D3N/2015, complete genome",15-Oct-2015,['Saudi Arabia'],30123,Homo sapiens; cell line Vero p2,324.0,9.818181818181818
203,MG546330.1,MG546330.1,"Middle East respiratory syndrome-related coronavirus strain Hu/Riyadh-KSA-023D1N/2015, complete genome",13-Oct-2015,['Saudi Arabia'],30123,Homo sapiens; cell line Vero p2,324.0,9.818181818181818
204,MH822886.1,MH822886.1,"Middle East respiratory syndrome-related coronavirus strain MERS-CoV_England-KSA/1/2018, complete genome",22-Aug-2018,['United Kingdom'],30079,Homo sapiens,266.0,9.5
205,MF000460.1,MF000460.1,"Middle East respiratory syndrome-related coronavirus isolate Hu/Amman-Jordan-12716/2015, complete genome",30-Aug-2015,['Jordan'],30045,Homo sapiens,324.0,9.818181818181818
206,MF000459.1,MF000459.1,"Middle East respiratory syndrome-related coronavirus isolate Hu/Amman-Jordan-12918/2015, complete genome",07-Sep-2015,['Jordan'],30018,Homo sapiens,324.0,9.818181818181818
207,MF000458.1,MF000458.1,"Middle East respiratory syndrome-related coronavirus isolate Hu/Amman-Jordan-13030/2015, complete genome",19-Sep-2015,['Jordan'],30045,Homo sapiens,324.0,9.818181818181818
208,MF000457.1,MF000457.1,"Middle East respiratory syndrome-related coronavirus isolate Hu/Amman-Jordan-12641/2015, complete genome",25-Aug-2015,['Jordan'],30001,Homo sapiens,324.0,9.818181818181818
209,MG470650.1,MG470650.1,UNVERIFIED: Middle East respiratory syndrome-related coronavirus isolate 2362 genomic sequence,18-Nov-2016,['Saudi Arabia'],30116,Homo sapiens,324.0,9.818181818181818
210,MG280945.1,MG280945.1,"UNVERIFIED: Middle East respiratory syndrome-related coronavirus strain KASCTIGB2, partial genome",15-Oct-2015,['Saudi Arabia'],29827,,306.0,9.870967741935484
211,MG280944.1,MG280944.1,"UNVERIFIED: Middle East respiratory syndrome-related coronavirus strain KASCTIGB1, partial genome",15-Oct-2015,['Saudi Arabia'],29813,,310.0,10.0
212,MH310912.1,MH310912.1,"Middle East respiratory syndrome-related coronavirus strain Hu/Riyadh-KSA-7344/2017, complete genome",15-May-2017,['Saudi Arabia'],30085,Homo sapiens,278.0,9.586206896551724
213,MH310911.1,MH310911.1,"Middle East respiratory syndrome-related coronavirus strain Hu/Riyadh-KSA-10717/2017, complete genome",06-Jun-2017,['Saudi Arabia'],30096,Homo sapiens,312.0,9.75
214,MH310910.1,MH310910.1,"Middle East respiratory syndrome-related coronavirus strain Hu/Riyadh-KSA-7696/2017, complete genome",03-Jun-2017,['Saudi Arabia'],30096,Homo sapiens,312.0,9.75
215,MH310909.1,MH310909.1,"Middle East respiratory syndrome-related coronavirus strain Hu/Riyadh-KSA-5767/2017, complete genome",05-May-2017,['Saudi Arabia'],30065,Homo sapiens,324.0,9.818181818181818
216,MG912609.1,MG912609.1,"Middle East respiratory syndrome-related coronavirus strain Hu/Riyadh-KSA-7275/2017, partial genome",31-May-2017,['Saudi Arabia'],30123,Homo sapiens,178.0,9.368421052631579
217,MG912608.1,MG912608.1,"Middle East respiratory syndrome-related coronavirus strain Hu/Riyadh-KSA-9730/2017, complete genome",14-Jun-2017,['Saudi Arabia'],30123,Homo sapiens,306.0,9.870967741935484
218,MG912607.1,MG912607.1,"Middle East respiratory syndrome-related coronavirus strain Hu/Riyadh-KSA-9522/2017, complete genome",11-Jun-2017,['Saudi Arabia'],30123,Homo sapiens,306.0,9.870967741935484
219,MG912606.1,MG912606.1,"Middle East respiratory syndrome-related coronavirus strain Hu/Riyadh-KSA-9852/2017, complete genome",14-Jun-2017,['Saudi Arabia'],30123,Homo sapiens,312.0,9.75
220,MG912605.1,MG912605.1,"Middle East respiratory syndrome-related coronavirus strain Hu/Riyadh-KSA-9835/2017, complete genome",17-Jun-2017,['Saudi Arabia'],30123,Homo sapiens,312.0,9.75
221,MG912604.1,MG912604.1,"Middle East respiratory syndrome-related coronavirus strain Hu/Riyadh-KSA-9689/2017, complete genome",15-Jun-2017,['Saudi Arabia'],30123,Homo sapiens,312.0,9.75
222,MG912603.1,MG912603.1,"Middle East respiratory syndrome-related coronavirus strain Hu/Riyadh-KSA-9693/2017, complete genome",12-Jun-2017,['Saudi Arabia'],30123,Homo sapiens,312.0,9.75
223,MG912602.1,MG912602.1,"Middle East respiratory syndrome-related coronavirus strain Hu/Riyadh-KSA-9614/2017, complete genome",12-Jun-2017,['Saudi Arabia'],30123,Homo sapiens,312.0,9.75
224,MG912601.1,MG912601.1,"Middle East respiratory syndrome-related coronavirus strain Hu/Riyadh-KSA-10308/2017, complete genome",10-Jun-2017,['Saudi Arabia'],30123,Homo sapiens,312.0,9.75
225,MG912600.1,MG912600.1,"Middle East respiratory syndrome-related coronavirus strain Hu/Riyadh-KSA-8882/2017, complete genome",08-Jun-2017,['Saudi Arabia'],30123,Homo sapiens,312.0,9.75
226,MG912599.1,MG912599.1,"Middle East respiratory syndrome-related coronavirus strain Hu/Riyadh-KSA-8667/2017, complete genome",07-Jun-2017,['Saudi Arabia'],30123,Homo sapiens,312.0,9.75
227,MG912598.1,MG912598.1,"Middle East respiratory syndrome-related coronavirus strain Hu/Riyadh-KSA-7680/2017, complete genome",03-Jun-2017,['Saudi Arabia'],30123,Homo sapiens,312.0,9.75
228,MG912597.1,MG912597.1,"Middle East respiratory syndrome-related coronavirus strain Hu/Riyadh-KSA-7423/2017, complete genome",02-Jun-2017,['Saudi Arabia'],30123,Homo sapiens,312.0,9.75
229,MG912596.1,MG912596.1,"Middle East respiratory syndrome-related coronavirus strain Hu/Riyadh-KSA-7373/2017, complete genome",02-Jun-2017,['Saudi Arabia'],30123,Homo sapiens,312.0,9.75
230,MG912595.1,MG912595.1,"Middle East respiratory syndrome-related coronavirus strain Hu/Riyadh-KSA-7178/2017, complete genome",31-May-2017,['Saudi Arabia'],30123,Homo sapiens,312.0,9.75
231,MF741836.1,MF741836.1,"Middle East respiratory syndrome-related coronavirus strain Hu/Jordan-13076/2015, partial genome",22-Sep-2015,['Jordan'],30039,Homo sapiens,324.0,9.818181818181818
232,MF741835.1,MF741835.1,"Middle East respiratory syndrome-related coronavirus strain Hu/Jordan-13068/2015, partial genome",17-Sep-2015,['Jordan'],30039,Homo sapiens,324.0,9.818181818181818
233,MF741834.1,MF741834.1,"Middle East respiratory syndrome-related coronavirus strain Hu/Jordan-13030/2015, partial genome",19-Sep-2015,['Jordan'],30039,Homo sapiens,324.0,9.818181818181818
234,MF741833.1,MF741833.1,"Middle East respiratory syndrome-related coronavirus strain Hu/Jordan-13025/2015, partial genome",17-Sep-2015,['Jordan'],30039,Homo sapiens,324.0,9.818181818181818
235,MF741832.1,MF741832.1,"Middle East respiratory syndrome-related coronavirus strain Hu/Jordan-12964/2015, partial genome",09-Sep-2015,['Jordan'],29322,Homo sapiens,324.0,9.818181818181818
236,MF741831.1,MF741831.1,"Middle East respiratory syndrome-related coronavirus strain Hu/Jordan-12856/2015, partial genome",03-Sep-2015,['Jordan'],30048,Homo sapiens,312.0,9.75
237,MF741830.1,MF741830.1,"Middle East respiratory syndrome-related coronavirus strain Hu/Jordan-12764/2015, partial genome",31-Aug-2015,['Jordan'],30048,Homo sapiens,324.0,9.818181818181818
238,MF741829.1,MF741829.1,"Middle East respiratory syndrome-related coronavirus strain Hu/Jordan-12716/2015, partial genome",30-Aug-2015,['Jordan'],30048,Homo sapiens,324.0,9.818181818181818
239,MF741828.1,MF741828.1,"Middle East respiratory syndrome-related coronavirus strain Hu/Jordan-12688/2015, partial genome",27-Aug-2015,['Jordan'],30048,Homo sapiens,312.0,9.75
240,MF741827.1,MF741827.1,"Middle East respiratory syndrome-related coronavirus strain Hu/Jordan-12662/2015, partial genome",26-Aug-2015,['Jordan'],29322,Homo sapiens,324.0,9.818181818181818
241,MF741826.1,MF741826.1,"Middle East respiratory syndrome-related coronavirus strain Hu/Jordan-12642/2015, partial genome",25-Aug-2015,['Jordan'],30048,Homo sapiens,312.0,9.75
242,MF741825.1,MF741825.1,"Middle East respiratory syndrome-related coronavirus strain Hu/Jordan-12641/2015, partial genome",25-Aug-2015,['Jordan'],30048,Homo sapiens,324.0,9.818181818181818
243,MF741837.1,MF741837.1,"Middle East respiratory syndrome-related coronavirus strain Hu/Jordan-12918/2015, partial genome",07-Sep-2015,['Jordan'],30039,Homo sapiens,324.0,9.818181818181818
244,MG366483.1,MG366483.1,"Middle East respiratory syndrome-related coronavirus strain Hu/Riyadh-KSA-7413/2017, complete genome",02-Jun-2017,['Saudi Arabia'],30096,Homo sapiens,312.0,9.75
245,MH432120.1,MH432120.1,"Middle East respiratory syndrome-related coronavirus isolate 2366, complete genome",28-Feb-2017,['Saudi Arabia'],30119,Homo sapiens,264.0,9.777777777777779
246,MH395139.1,MH395139.1,"Middle East respiratory syndrome-related coronavirus isolate 2363, complete genome",04-Dec-2016,['Saudi Arabia'],30119,Homo sapiens,324.0,9.818181818181818
247,MH371127.1,MH371127.1,"Middle East respiratory syndrome-related coronavirus isolate 2362, complete genome",25-Nov-2016,['Saudi Arabia'],30119,,324.0,9.818181818181818
248,LP963762.1,LP963762.1,Sequence 1 from Patent WO2017176596,29-APR-2018,,30119,,324.0,9.818181818181818
249,MG021452.1,MG021452.1,"Middle East respiratory syndrome-related coronavirus isolate NL140422, complete genome",08-May-2014,['China'],30113,,488.0,10.382978723404255
250,MG021451.1,MG021451.1,"Middle East respiratory syndrome-related coronavirus isolate NL13845, complete genome",17-Jul-2013,['China'],30113,,534.0,9.88888888888889
251,MH013216.1,MH013216.1,"Middle East respiratory syndrome-related coronavirus strain HCoV-EMC, complete genome",15-Oct-2015,['Saudi Arabia'],30118,Homo sapiens,324.0,9.818181818181818
252,MF593268.1,MF593268.1,"Middle East respiratory syndrome-related coronavirus strain Neoromicia/5038, complete genome",20-Apr-2015,['South Africa'],30009,Neoromicia capensis,256.0,9.481481481481481
253,MG923481.1,MG923481.1,"Middle East respiratory syndrome-related coronavirus isolate MERS-CoV camel/Nigeria/NV2020/2016, complete genome",16-Feb-2016,['Nigeria'],29462,Camelus dromedarius,284.0,9.793103448275861
254,MG923480.1,MG923480.1,"Middle East respiratory syndrome-related coronavirus isolate MERS-CoV camel/Nigeria/NV1787/2016, complete genome",07-Feb-2016,['Nigeria'],29462,Camelus dromedarius,284.0,9.793103448275861
255,MG923479.1,MG923479.1,"Middle East respiratory syndrome-related coronavirus isolate MERS-CoV camel/Nigeria/NV1712/2016, complete genome",05-Feb-2016,['Nigeria'],29455,Camelus dromedarius,284.0,9.793103448275861
256,MG923478.1,MG923478.1,"Middle East respiratory syndrome-related coronavirus isolate MERS-CoV camel/Nigeria/NV1673/2016, complete genome",03-Feb-2016,['Nigeria'],29462,Camelus dromedarius,284.0,9.793103448275861
257,MG923477.1,MG923477.1,"Middle East respiratory syndrome-related coronavirus isolate MERS-CoV camel/Nigeria/NV2040/2016, complete genome",17-Feb-2016,['Nigeria'],29458,Camelus dromedarius,284.0,9.793103448275861
258,MG923476.1,MG923476.1,"Middle East respiratory syndrome-related coronavirus isolate MERS-CoV camel/Nigeria/NV1989/2016, complete genome",15-Feb-2016,['Nigeria'],29455,Camelus dromedarius,284.0,9.793103448275861
259,MG923475.1,MG923475.1,"Middle East respiratory syndrome-related coronavirus isolate MERS-CoV camel/Nigeria/NV1657/2016, complete genome",03-Feb-2016,['Nigeria'],29462,Camelus dromedarius,284.0,9.793103448275861
260,MG923474.1,MG923474.1,"Middle East respiratory syndrome-related coronavirus isolate MERS-CoV camel/Nigeria/NV1405/2016, complete genome",24-Jan-2016,['Nigeria'],29454,Camelus dromedarius,284.0,9.793103448275861
261,MG923473.1,MG923473.1,"Middle East respiratory syndrome-related coronavirus isolate MERS-CoV camel/Burkina Faso/CIRAD-HKU697/2015, complete genome",16-Mar-2015,['Burkina Faso'],29374,Camelus dromedarius,284.0,9.793103448275861
262,MG923472.1,MG923472.1,"Middle East respiratory syndrome-related coronavirus isolate MERS-CoV camel/Nigeria/NS004/2015, complete genome",13-Jan-2015,['Nigeria'],29680,Camelus dromedarius,284.0,9.793103448275861
263,MG923471.1,MG923471.1,"Middle East respiratory syndrome-related coronavirus isolate MERS-CoV camel/Burkina Faso/CIRAD-HKU785/2015, complete genome",18-Mar-2015,['Burkina Faso'],29721,Camelus dromedarius,284.0,9.793103448275861
264,MG923470.1,MG923470.1,"Middle East respiratory syndrome-related coronavirus isolate MERS-CoV camel/Burkina Faso/CIRAD-HKU434/2015, complete genome",23-Feb-2015,['Burkina Faso'],29423,Camelus dromedarius,284.0,9.793103448275861
265,MG923469.1,MG923469.1,"Middle East respiratory syndrome-related coronavirus isolate MERS-CoV camel/Morocco/CIRAD-HKU213/2015, complete genome",03-Mar-2015,['Morocco'],29421,Camelus dromedarius,284.0,9.793103448275861
266,MG923468.1,MG923468.1,"Middle East respiratory syndrome-related coronavirus isolate MERS-CoV camel/Ethiopia/AAU-EPHI-HKU4458/2017, complete genome",15-Mar-2017,['Ethiopia'],30091,Camelus dromedarius,324.0,9.818181818181818
267,MG923467.1,MG923467.1,"Middle East respiratory syndrome-related coronavirus isolate MERS-CoV camel/Ethiopia/AAU-EPHI-HKU4448/2017, complete genome",15-Mar-2017,['Ethiopia'],30077,Camelus dromedarius,324.0,9.818181818181818
